Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Assignments_Avg,Quizzes_Avg,Projects_Score,Total_Score
S2474,Liam,Williams,student1474@university.com,Male,23,CS,60.11,87.83,94.81,79.31,87.71,86
S2475,Liam,Brown,student1475@university.com,Female,23,Business,77.15,97.18,88.66,82.09,81.97,83.2735
S2476,Omar,Johnson,student1476@university.com,Male,20,Business,81.84,43.6,95.49,90.74,60.33,69.3965
S2477,Liam,Davis,student1477@university.com,Female,21,CS,76.09,63.48,71.56,95.68,89.72,76.4625
S2478,Emma,Jones,student1478@university.com,Female,23,Mathematics,71.7,69.25,95.21,61.52,94.11,82.4665
S2479,Liam,Jones,student1479@university.com,Female,21,Business,59.6,48.79,81.08,79.39,52.96,59.5425
S2480,John,Johnson,student1480@university.com,Female,20,Mathematics,74.41,92.06,93.5,53.92,88.62,80.31700000000001
S2481,Ahmed,Jones,student1481@university.com,Female,23,CS,70.06,57.05,51.97,56.01,92.64,60.26599999999999
S2482,Emma,Smith,student1482@university.com,Female,18,Mathematics,89.78,86.98,82.89,82.72,99.58,81.50399999999999
S2483,Ali,Davis,student1483@university.com,Male,19,Mathematics,88.18,80.26,92.4,74.33,61.88,71.186
S2484,Omar,Johnson,student1484@university.com,Male,24,Business,56.7,75.88,58.71,87.92,68.55,74.62299999999999
S2485,Omar,Brown,student1485@university.com,Male,24,Mathematics,54.43,51.53,83.09,71.28,98.31,78.464
S2486,Omar,Davis,student1486@university.com,Male,24,Mathematics,95.41,53.24,91.25,56.38,54.7,63.483999999999995
S2487,Ali,Johnson,student1487@university.com,Male,21,Mathematics,76.78,42.84,64.4,93.6,76.19,61.553
S2488,Ali,Williams,student1488@university.com,Female,23,CS,92.89,54.44,70.26,54.14,75.34,65.301
S2489,Ali,Brown,student1489@university.com,Male,23,CS,52.91,60.73,78.48,59.45,80.33,71.6155
S2490,Ali,Williams,student1490@university.com,Male,20,Engineering,76.33,89.99,75.96,63.85,66.54,65.0495
S2491,Omar,Davis,student1491@university.com,Male,18,CS,76.97,61.98,51.96,99.76,96.3,69.617
S2492,Omar,Brown,student1492@university.com,Female,22,CS,93.04,85.28,54.93,70.84,63.5,69.5805
S2493,Sara,Jones,student1493@university.com,Female,23,Engineering,54.88,66.37,55.02,75.09,82.48,73.144
S2494,Emma,Johnson,student1494@university.com,Female,19,Engineering,62.02,87.09,63.11,88.48,74.8,71.1305
S2495,Ahmed,Davis,student1495@university.com,Male,20,Business,70.33,98.58,62.29,81.82,63.33,71.7815
S2496,Liam,Smith,student1496@university.com,Male,23,Business,93.29,54.39,87.11,92.07,59.44,72.854
S2497,Liam,Brown,student1497@university.com,Male,23,CS,96.94,91.74,78.64,74.32,97.83,90.2355
S2498,John,Brown,student1498@university.com,Male,20,Mathematics,99.64,77.31,88.2,98.61,78.06,76.25300000000001
S2499,Omar,Davis,student1499@university.com,Male,20,Business,97.96,89.04,53.49,89.84,80.21,80.9765
S2500,John,Davis,student1500@university.com,Female,21,Business,50.3,79.1,74.26,70.07,89.14,77.793
S2501,Emma,Williams,student1501@university.com,Male,23,CS,52.39,65.44,66.19,69.06,54.06,67.81099999999999
S2502,Emma,Jones,student1502@university.com,Female,22,Mathematics,57.38,53.68,92.5,96.47,85.69,76.75099999999999
S2503,John,Williams,student1503@university.com,Male,19,Engineering,67.44,44.2,85.39,84.22,58.26,67.6485
S2504,Omar,Williams,student1504@university.com,Female,18,Engineering,91.5,72.13,93.46,81.07,87.02,83.809
S2505,John,Jones,student1505@university.com,Female,18,CS,94.63,99.42,52.32,87.89,57.07,66.3685
S2506,Liam,Smith,student1506@university.com,Female,22,CS,59.34,84.28,86.04,78.04,91.62,84.643
S2507,Sara,Williams,student1507@university.com,Female,20,Mathematics,80.98,59.64,77,57.96,84.05,65.83699999999999
S2508,Liam,Williams,student1508@university.com,Male,20,CS,95.87,89.63,91.25,65.96,69.29,66.36500000000001
S2509,Maria,Brown,student1509@university.com,Male,20,CS,73.19,86.14,75.36,77.9,67.94,73.5795
S2510,Omar,Jones,student1510@university.com,Male,23,CS,55.18,56.9,77.01,50.91,57.45,71.5475
S2511,Omar,Johnson,student1511@university.com,Female,20,Mathematics,72.89,40.86,52.59,71.87,95.2,70.0545
S2512,Ahmed,Smith,student1512@university.com,Male,20,CS,68.79,47.09,83.43,87.79,55.93,65.861
S2513,Ali,Smith,student1513@university.com,Male,23,Business,78.88,92.64,63.66,58.21,73.6,75.2635
S2514,Maria,Jones,student1514@university.com,Male,23,Mathematics,71.93,90.19,50.98,53.23,61.83,61.65
S2515,Emma,Davis,student1515@university.com,Male,22,Business,50.87,57.71,53.32,91.8,99.82,75.91049999999998
S2516,Omar,Davis,student1516@university.com,Female,21,Mathematics,99.7,57.11,97.86,80.86,79.29,78.4435
S2517,John,Brown,student1517@university.com,Female,23,Business,77.18,87.57,67.3,58.83,57.48,71.3125
S2518,Maria,Brown,student1518@university.com,Male,19,Mathematics,73.68,96.26,93.4,90.32,83.38,75.455
S2519,Ahmed,Jones,student1519@university.com,Male,20,Engineering,97.73,86.75,97.98,82.91,99.58,86.517
S2520,Emma,Brown,student1520@university.com,Male,21,CS,57.79,76.33,97.16,66.71,80.25,72.577
S2521,Ali,Smith,student1521@university.com,Female,18,CS,59.46,54.56,94.09,68.81,72.87,66.8445
S2522,Ali,Smith,student1522@university.com,Female,22,Mathematics,90.4,71.54,94.74,57.79,64.66,67.41149999999999
S2523,Ahmed,Johnson,student1523@university.com,Female,21,Business,63.04,54.01,64.45,91.76,54.61,64.658
S2524,Ahmed,Davis,student1524@university.com,Male,23,Engineering,89.96,88.48,57.57,75.45,61.41,65.36800000000001
S2525,John,Jones,student1525@university.com,Female,20,Business,63.58,63.22,81.96,77.85,77.68,69.93849999999999
S2526,Omar,Williams,student1526@university.com,Female,20,CS,51.66,90.02,74.41,94.17,87.69,85.136
S2527,Ali,Davis,student1527@university.com,Female,20,CS,75.85,62.9,54.94,50.79,93.9,76.525
S2528,Emma,Williams,student1528@university.com,Female,21,Business,59.83,89.45,83.88,53.35,89.69,74.4115
S2529,Maria,Johnson,student1529@university.com,Female,20,Mathematics,87.89,60,78.14,58.08,56.27,67.35
S2530,Emma,Johnson,student1530@university.com,Male,23,Mathematics,82.06,66.41,93.15,51.5,88.67,73.57
S2531,Sara,Brown,student1531@university.com,Male,21,Business,96.18,76.93,80.46,82.91,79.08,80.1235
S2532,Sara,Johnson,student1532@university.com,Male,20,CS,89.15,44.22,78.7,81.69,73.46,69.6725
S2533,Ahmed,Johnson,student1533@university.com,Male,18,Business,59.04,96.89,72.04,60.54,78.64,80.4255
S2534,John,Williams,student1534@university.com,Female,18,CS,90.01,74.42,73.14,57.47,50.4,55.68599999999999
S2535,Sara,Brown,student1535@university.com,Male,19,Business,82.09,70.47,97.72,57.28,53.39,68.76599999999999
S2536,Ali,Johnson,student1536@university.com,Male,20,Mathematics,83.45,90.36,56.92,97.66,76.29,75.73500000000001
S2537,Emma,Davis,student1537@university.com,Male,20,Engineering,91.61,91.95,72.31,84.68,58.68,68.986
S2538,Emma,Johnson,student1538@university.com,Female,21,CS,78.69,71.34,82.79,79.27,77.28,72.19800000000001
S2539,Ahmed,Brown,student1539@university.com,Male,21,Engineering,73.3,95.64,71.65,66.12,67.71,72.1185
S2540,Omar,Jones,student1540@university.com,Female,24,Mathematics,81.83,43.88,64.16,71.65,95.37,75.2845
S2541,Omar,Brown,student1541@university.com,Female,20,Business,64.9,46.79,64.37,54.47,97.48,62.482499999999995
S2542,Maria,Williams,student1542@university.com,Female,19,Mathematics,59.13,75.81,61.68,99.91,98.99,83.0315
S2543,Ahmed,Jones,student1543@university.com,Male,20,Engineering,80.83,61.24,67.2,87.75,94.95,73.3085
S2544,Liam,Davis,student1544@university.com,Female,23,Mathematics,61.69,67.85,93.58,81.07,99.29,75.7135
S2545,Maria,Smith,student1545@university.com,Male,21,Mathematics,54,59.68,75.26,79.39,85.31,73.9255
S2546,Liam,Brown,student1546@university.com,Male,20,Business,50.03,64.28,62.01,75.22,98.03,70.887
S2547,Omar,Williams,student1547@university.com,Male,21,Engineering,80.42,89.36,69.23,62.87,82.09,74.19
S2548,Ahmed,Davis,student1548@university.com,Female,20,Engineering,68.11,75.61,55.29,61.32,90.46,68.75999999999999
S2549,Liam,Jones,student1549@university.com,Female,22,Engineering,87.62,99.84,95.2,77.48,56.6,77.114
S2550,Ahmed,Davis,student1550@university.com,Male,21,CS,68.76,87.21,70.41,53.51,84.13,74.6755
S2551,Ahmed,Brown,student1551@university.com,Female,19,Mathematics,74.3,56.42,99.02,53.72,96.56,85.1785
S2552,Omar,Johnson,student1552@university.com,Female,22,Engineering,70.35,55.86,67.38,78.04,77,69.06
S2553,Maria,Brown,student1553@university.com,Female,23,Mathematics,82.53,60.15,91.82,95.99,59.34,73.19149999999999
S2554,Maria,Smith,student1554@university.com,Male,20,Business,67.81,90.6,62.82,95.71,76.34,73.856
S2555,Ahmed,Brown,student1555@university.com,Female,24,Business,98.19,41.64,53.81,50.54,85.35,62.794
S2556,Sara,Jones,student1556@university.com,Female,23,CS,96.81,53.81,51.59,55.37,88.49,66.7465
S2557,John,Jones,student1557@university.com,Male,21,CS,92.4,94.3,80.31,79.15,76.19,73.961
S2558,Omar,Brown,student1558@university.com,Female,22,Business,96.02,78.39,65.58,92.42,60.87,69.146
S2559,John,Jones,student1559@university.com,Male,23,Engineering,72.46,53.61,72.18,97.72,96.33,71.88949999999998
S2560,John,Johnson,student1560@university.com,Female,19,Business,76.82,53.15,90.93,93.03,88.68,70.444
S2561,Maria,Davis,student1561@university.com,Female,24,Mathematics,87.1,91.76,62.41,83.88,63.53,65.3425
S2562,Maria,Brown,student1562@university.com,Female,21,CS,84.81,93.63,65.43,60.03,90.59,81.974
S2563,Sara,Johnson,student1563@university.com,Female,22,CS,94.53,55.37,92.27,53.63,67.39,71.95599999999999
S2564,John,Davis,student1564@university.com,Female,23,Business,85.82,65.23,74.64,52.38,65.62,63.047
S2565,John,Davis,student1565@university.com,Female,22,Engineering,99.89,90.08,91.38,80.6,93.15,84.074
S2566,Ahmed,Johnson,student1566@university.com,Male,22,Engineering,67.43,86.26,68.72,51.81,93.66,70.906
S2567,Maria,Williams,student1567@university.com,Female,23,Mathematics,91.65,88.83,69.92,86.96,69.92,69.2295
S2568,John,Brown,student1568@university.com,Female,18,CS,84.88,71.1,58.36,85.62,50.45,67.18849999999999
S2569,Emma,Davis,student1569@university.com,Female,20,Business,84.57,94.69,95.82,53.98,59.33,74.1035
S2570,Sara,Davis,student1570@university.com,Male,21,Business,66.29,59.56,94.84,95.33,95.46,75.4185
S2571,Liam,Jones,student1571@university.com,Male,21,CS,89.28,49.4,99.21,76.1,94.94,72.691
S2572,Emma,Davis,student1572@university.com,Male,24,Business,95.02,82.52,70.12,95.22,72.67,78.0265
S2573,Emma,Johnson,student1573@university.com,Female,24,CS,60.93,72.36,90.93,95.08,65.21,70.592
S2574,Liam,Davis,student1574@university.com,Female,24,Engineering,81.27,91.28,70.75,59.85,65.14,66.129
S2575,Omar,Williams,student1575@university.com,Male,21,Engineering,69.61,44.87,72.71,69.03,94.86,73.618
S2576,Omar,Brown,student1576@university.com,Male,22,Business,99.48,90.62,91.5,56.73,66.24,72.3755
S2577,Sara,Brown,student1577@university.com,Male,24,Engineering,73.94,57.6,58.87,88.75,75.58,69.327
S2578,Emma,Davis,student1578@university.com,Female,23,Engineering,61.42,79.29,61.02,75.21,86.55,81.0975
S2579,John,Smith,student1579@university.com,Male,20,Mathematics,69.09,42.41,65.74,96.44,60.47,60.74249999999999
S2580,Maria,Smith,student1580@university.com,Female,19,CS,82.69,76.57,89.41,60.41,62.69,72.47749999999999
S2581,Sara,Johnson,student1581@university.com,Female,21,CS,53.8,83.04,68.63,84.42,67.9,68.4525
S2582,Ahmed,Smith,student1582@university.com,Female,23,Business,80.18,62.13,67.91,99.46,82.71,75.75999999999999
S2583,Liam,Johnson,student1583@university.com,Male,20,CS,96.56,52.92,99.94,83.27,90.87,84.14699999999999
S2584,Emma,Jones,student1584@university.com,Female,20,Mathematics,92.52,72.26,69.19,53.44,77.34,71.37599999999999
S2585,Sara,Johnson,student1585@university.com,Male,18,Business,53.38,89.99,62.39,79.42,56.65,73.554
S2586,Ali,Smith,student1586@university.com,Male,23,Business,99.67,59.41,81.16,58.99,72.31,74.2925
S2587,Ali,Davis,student1587@university.com,Male,21,CS,84.94,55.15,90.09,51.53,56.38,60.618
S2588,Omar,Jones,student1588@university.com,Male,24,Engineering,58.11,56.74,53.48,66.75,54.41,62.82849999999999
S2589,Liam,Smith,student1589@university.com,Female,22,Engineering,50.62,96.95,80.94,63.31,79.48,82.191
S2590,Maria,Johnson,student1590@university.com,Female,24,Engineering,58.56,61.56,51.79,89.44,97.81,75.5095
S2591,John,Williams,student1591@university.com,Female,20,Engineering,91.91,40.22,76.32,68.68,91.88,67.5005
S2592,Maria,Brown,student1592@university.com,Female,20,Mathematics,51.08,86.9,62.85,86.65,88.72,72.67349999999999
S2593,Maria,Smith,student1593@university.com,Male,19,Business,61.66,81.96,65.33,50.81,86.35,69.17450000000001
S2594,Maria,Johnson,student1594@university.com,Male,24,Engineering,87.87,47.71,73.35,50.74,94.86,67.6635
S2595,Liam,Jones,student1595@university.com,Male,18,Mathematics,79.31,99.09,96.36,51.47,87.64,80.5915
S2596,Maria,Smith,student1596@university.com,Male,20,Business,89.14,76.48,85.53,60.97,81.34,67.2105
S2597,Ahmed,Smith,student1597@university.com,Female,20,CS,87.31,70.05,96.84,68.7,68.23,65.7625
S2598,Liam,Brown,student1598@university.com,Male,22,CS,52.53,62.93,83,80.39,55.05,67.896
S2599,Ahmed,Johnson,student1599@university.com,Female,22,Mathematics,94.63,93.92,50.36,99.3,73.05,74.7145
S2600,Liam,Williams,student1600@university.com,Male,19,Business,61.35,54.64,63.28,67.72,96.24,74.892
S2601,Omar,Jones,student1601@university.com,Male,23,Engineering,77.67,57.15,95.29,52.78,79.16,76.632
S2602,Sara,Johnson,student1602@university.com,Male,19,Business,82.21,47.34,82.17,59.75,59.23,57.928
S2603,Ali,Jones,student1603@university.com,Male,19,Engineering,58.43,85.55,99.08,94.89,82.45,77.7885
S2604,Maria,Smith,student1604@university.com,Female,22,Mathematics,98.81,75.73,57.8,84.97,73.27,63.349999999999994
S2605,Omar,Brown,student1605@university.com,Female,24,Engineering,74.41,76.54,64.84,89.51,96.57,78.2515
S2606,Sara,Brown,student1606@university.com,Female,24,Mathematics,52.88,53.11,68.12,56.21,58.05,52.342999999999996
S2607,Ali,Davis,student1607@university.com,Female,24,Business,96.86,79.07,66.33,56.75,85.6,79.17999999999999
S2608,Emma,Williams,student1608@university.com,Male,23,Business,79.31,85.93,62.6,55.61,84.08,71.3345
S2609,John,Brown,student1609@university.com,Male,22,Engineering,84.96,61.47,72.17,92.86,99.18,87.1185
S2610,Ahmed,Smith,student1610@university.com,Female,18,Business,76.26,88.08,82.11,60.5,78.25,74.61850000000001
S2611,Emma,Williams,student1611@university.com,Female,21,Engineering,91.74,60.93,65.56,82.16,93.58,74.4435
S2612,Liam,Johnson,student1612@university.com,Male,21,Business,51.66,85.49,53.98,75.81,51.24,67.756
S2613,Ali,Brown,student1613@university.com,Male,18,CS,63.42,42.02,85.43,77.22,56.14,65.84400000000001
S2614,Emma,Williams,student1614@university.com,Female,24,Engineering,73.48,73.07,72.95,59.77,67.3,69.82
S2615,John,Smith,student1615@university.com,Female,21,Mathematics,53.83,98.17,77.82,81.76,80.97,83.158
S2616,Omar,Davis,student1616@university.com,Female,23,CS,85.3,98.87,72.77,52.16,72.45,73.992
S2617,Ali,Jones,student1617@university.com,Male,22,Mathematics,69.68,56.91,94.52,99.67,60.13,74.96799999999999
S2618,Emma,Jones,student1618@university.com,Female,21,Business,63.63,66.48,77.94,51.34,79.46,70.9725
S2619,Ahmed,Smith,student1619@university.com,Female,23,CS,50.17,43.78,96.16,52.51,78.33,75.93599999999999
S2620,Ahmed,Smith,student1620@university.com,Female,22,Business,85.99,92.4,75.53,66.23,76.22,70.021
S2621,Sara,Jones,student1621@university.com,Female,23,Engineering,91.69,74.11,64.63,91.58,54.53,61.77799999999999
S2622,Emma,Davis,student1622@university.com,Female,18,Mathematics,69.75,63.11,67.77,62.86,96.35,79.9705
S2623,Maria,Williams,student1623@university.com,Male,19,Business,78.21,46.77,76.11,73.6,79.61,66.725
S2624,Emma,Jones,student1624@university.com,Female,18,Mathematics,61.38,96.81,76.5,50.9,63.2,64.73400000000001
S2625,Omar,Smith,student1625@university.com,Male,21,Mathematics,81.11,71.81,84.37,53.94,84.37,69.047
S2626,Ali,Brown,student1626@university.com,Female,22,Business,50.61,56.98,61.22,80.4,65.9,69.21
S2627,Ali,Johnson,student1627@university.com,Female,23,Engineering,74.43,61.01,82.94,59.72,75.29,75.0065
S2628,Omar,Davis,student1628@university.com,Female,21,Mathematics,82.21,56.24,88.93,84.71,67.06,71.587
S2629,Emma,Davis,student1629@university.com,Male,21,Business,95.91,76.11,83.83,89.27,94.02,87.2165
S2630,Omar,Brown,student1630@university.com,Male,19,Engineering,69.07,95.8,74.09,92.52,99.7,86.19300000000001
S2631,John,Brown,student1631@university.com,Male,24,Business,88.26,91.4,99.58,56.69,58.06,65.174
S2632,Liam,Smith,student1632@university.com,Female,21,Engineering,79.88,67.62,70.24,72.78,51.18,59.533500000000004
S2633,Omar,Jones,student1633@university.com,Female,19,Mathematics,96.35,89.59,55.33,97.35,60.97,71.479
S2634,Ahmed,Williams,student1634@university.com,Male,22,CS,69.92,65.39,91.08,88.6,79.5,75.56299999999999
S2635,Omar,Davis,student1635@university.com,Male,22,Business,65.95,55.14,60.61,55.85,58.7,54.81999999999999
S2636,Ali,Davis,student1636@university.com,Female,23,Mathematics,94.36,99,85.66,75.13,90.57,80.86299999999999
S2637,Ahmed,Brown,student1637@university.com,Male,24,Business,52.46,58.23,58.95,96.12,70.43,68.8405
S2638,Ali,Jones,student1638@university.com,Female,19,Business,56.82,59.42,50.84,72,80.53,65.19800000000001
S2639,Sara,Davis,student1639@university.com,Male,18,Engineering,54.12,99.38,57.99,91.87,72.78,81.524
S2640,Maria,Williams,student1640@university.com,Male,22,Business,92.16,48.04,68.85,74.79,95.17,79.45599999999999
S2641,Ali,Brown,student1641@university.com,Male,24,Engineering,50.53,85.63,55.33,55.34,51.76,67.0285
S2642,Ahmed,Williams,student1642@university.com,Female,23,Mathematics,93.08,96.15,59.88,57.39,86.47,82.46700000000001
S2643,Sara,Jones,student1643@university.com,Female,18,Business,72.56,70.71,88.23,52.33,82.61,72.18950000000001
S2644,Ali,Davis,student1644@university.com,Male,22,Mathematics,50.2,40.15,88.49,59.77,82.48,72.452
S2645,John,Johnson,student1645@university.com,Female,22,CS,70.08,62.5,90.87,94.68,70.7,76.536
S2646,Omar,Davis,student1646@university.com,Female,23,Mathematics,59.34,46.69,92.06,82.51,50.78,65.5
S2647,Maria,Jones,student1647@university.com,Female,23,Business,81.22,64.97,71.02,86.94,84.46,79.268
S2648,Ali,Davis,student1648@university.com,Female,20,CS,83.97,87.4,93.38,81.08,91.47,80.2135
S2649,Sara,Davis,student1649@university.com,Male,21,Engineering,74.38,66.32,76.3,69.33,54.26,64.4765
S2650,John,Smith,student1650@university.com,Female,21,CS,52.03,65.92,73.53,60.84,72.08,60.8305
S2651,Emma,Davis,student1651@university.com,Female,18,Business,82.81,73.41,85.93,96.28,58.13,78.87549999999999
S2652,Sara,Davis,student1652@university.com,Male,21,Business,92.1,74.9,60.69,75.74,80.55,74.80749999999999
S2653,Omar,Williams,student1653@university.com,Female,18,Mathematics,86.02,91.38,89.47,74.05,89.28,87.949
S2654,Sara,Johnson,student1654@university.com,Female,24,Engineering,91.5,58.5,71.47,99.81,83.34,77.0085
S2655,John,Williams,student1655@university.com,Female,22,Business,60.03,89.3,56.36,69.2,65.9,63.093999999999994
S2656,Sara,Williams,student1656@university.com,Male,20,Business,94.44,73.96,55.97,92.71,56.99,60.357499999999995
S2657,John,Brown,student1657@university.com,Male,20,Engineering,66.11,58.03,58.25,93.12,89.71,79.167
S2658,Ali,Smith,student1658@university.com,Female,22,Engineering,50.67,57.71,94.53,61.63,66.2,66.694
S2659,Liam,Williams,student1659@university.com,Female,23,Mathematics,92.17,61.67,99.55,54.74,51.11,63.33749999999999
S2660,John,Jones,student1660@university.com,Male,19,CS,97.09,77.36,67.85,98.78,78.57,75.49549999999999
S2661,John,Jones,student1661@university.com,Male,19,Engineering,82.78,53.85,64.61,71.29,62.33,64.2045
S2662,Maria,Davis,student1662@university.com,Male,21,Business,61.57,95.22,60.94,50.11,92.06,78.348
S2663,John,Brown,student1663@university.com,Female,23,Engineering,62.59,74.49,91.19,74.95,57.16,67.7925
S2664,John,Smith,student1664@university.com,Female,18,Business,73.33,95.2,60.46,80.97,71.74,76.4905
S2665,Emma,Smith,student1665@university.com,Male,24,Mathematics,94.89,42.78,96.2,88.8,62.66,72.7525
S2666,Liam,Davis,student1666@university.com,Female,20,CS,57.48,60.56,83.37,97.15,84.48,70.316
S2667,Ali,Jones,student1667@university.com,Female,21,Mathematics,91.3,41.37,94.86,95.76,77.43,68.617
S2668,Omar,Johnson,student1668@university.com,Female,22,Engineering,64.57,56.34,77.7,97.01,89.55,74.4345
S2669,Maria,Brown,student1669@university.com,Female,23,Business,90.43,91.72,84.53,51.61,72.93,81.5925
S2670,Emma,Davis,student1670@university.com,Female,20,Engineering,96.01,42.2,80.97,85.59,50.24,61.7765
S2671,Ahmed,Brown,student1671@university.com,Female,18,Engineering,71.37,66.17,91.56,61.29,60.76,68.044
S2672,Liam,Jones,student1672@university.com,Female,18,Engineering,68.25,47.05,91.79,59.38,99.96,77.9045
S2673,Ali,Jones,student1673@university.com,Male,19,Engineering,90.11,65.01,79.49,90.02,70.27,71.3505
S2674,Ali,Johnson,student1674@university.com,Male,21,CS,76.47,90.33,81.63,70.86,81.01,82.6005
S2675,Ahmed,Johnson,student1675@university.com,Male,22,Business,84.22,77.38,96.09,95.83,95.25,90.711
S2676,Omar,Smith,student1676@university.com,Male,20,Engineering,81.14,84.21,96.49,52.12,51.03,69.761
S2677,John,Brown,student1677@university.com,Male,24,Business,57.64,60.95,83.21,90.11,82.98,75.4065
S2678,Emma,Brown,student1678@university.com,Male,18,CS,92.24,96.66,50.39,56.84,64.42,62.862500000000004
S2679,Sara,Jones,student1679@university.com,Male,20,Business,59.79,82.56,55.22,58.83,63.96,70.308
S2680,Maria,Smith,student1680@university.com,Male,22,Business,96.61,65.31,92.9,73.87,61.24,73.90800000000002
S2681,Sara,Davis,student1681@university.com,Male,20,CS,62.53,65.59,54.24,69.78,91.14,71.137
S2682,Ahmed,Brown,student1682@university.com,Female,21,Engineering,86.69,95.12,60.68,74.31,68.65,68.54100000000001
S2683,Ali,Smith,student1683@university.com,Female,19,Business,64.23,74.58,61.53,97,53.36,74.8245
S2684,Omar,Smith,student1684@university.com,Male,20,Mathematics,65.89,82.38,80.01,82.87,54.84,69.3475
S2685,Ali,Jones,student1685@university.com,Female,23,Business,65.5,65.02,78.83,64.52,57.43,66.8235
S2686,Maria,Smith,student1686@university.com,Female,19,Engineering,87.39,53.42,64.47,58.65,94.95,65.6035
S2687,Ali,Johnson,student1687@university.com,Male,22,Mathematics,77.84,83.41,60.38,71,71.37,67.9745
S2688,Ali,Johnson,student1688@university.com,Male,19,Engineering,94.15,76.47,88.23,72.58,95.8,87.813
S2689,Maria,Williams,student1689@university.com,Male,20,Business,65.37,70.08,96.77,80.06,90.87,80.607
S2690,Emma,Jones,student1690@university.com,Female,20,CS,84.6,77.44,52.64,63.3,91.89,75.29650000000001
S2691,Emma,Davis,student1691@university.com,Female,23,Engineering,87.65,52.5,56.66,88.38,64.34,61.5665
S2692,Maria,Williams,student1692@university.com,Male,18,Engineering,57.57,87.64,82.11,54.92,63.57,70.823
S2693,Omar,Johnson,student1693@university.com,Female,23,CS,70.03,96.89,90.22,78.02,78,84.4035
S2694,Ahmed,Williams,student1694@university.com,Female,20,Business,74.14,93.47,89.56,81.18,70.9,78.235
S2695,Liam,Jones,student1695@university.com,Female,24,Engineering,67.78,59.29,85.98,60.34,75.45,76.3995
S2696,Ali,Jones,student1696@university.com,Male,19,Business,66.11,64.36,94.37,91.3,52.66,76.1275
S2697,Omar,Smith,student1697@university.com,Female,23,Business,84.32,88.5,60.87,80.77,98.58,86.114
S2698,Ali,Brown,student1698@university.com,Female,23,Business,60.79,75.71,55.36,82.29,52.91,70.7375
S2699,Liam,Smith,student1699@university.com,Female,24,CS,85.47,72.87,80.77,74.89,58.94,60.282
S2700,Ahmed,Jones,student1700@university.com,Female,24,Business,96.75,95.6,91.11,95.48,83.91,87.2925
S2701,Emma,Johnson,student1701@university.com,Female,24,Business,78.26,72.16,79.1,84.7,57.78,61.09049999999999
S2702,Omar,Davis,student1702@university.com,Female,18,Mathematics,80.57,70.9,98.15,69.09,55.34,60.06349999999999
S2703,John,Johnson,student1703@university.com,Female,20,Mathematics,53.45,42.52,89.78,61.93,57.68,54.33699999999999
S2704,John,Smith,student1704@university.com,Male,20,Mathematics,93.22,44.17,85.04,53.55,53.1,58.56400000000001
S2705,Liam,Davis,student1705@university.com,Male,22,Engineering,64.27,40.45,53.01,58.27,62.57,61.2895
S2706,John,Jones,student1706@university.com,Female,18,Engineering,80.75,94.79,55.39,99.63,63.56,68.22800000000001
S2707,Emma,Johnson,student1707@university.com,Male,22,Mathematics,98.96,64.5,89.24,70.34,74.93,66.01650000000001
S2708,Liam,Jones,student1708@university.com,Female,22,CS,79.78,68.11,59.91,94.93,71.94,70.4155
S2709,Emma,Davis,student1709@university.com,Female,22,CS,86.24,90.72,51.44,58.53,73.69,66.6515
S2710,Ahmed,Davis,student1710@university.com,Female,21,Mathematics,72.27,76.55,95.54,71.27,80.8,80.55300000000001
S2711,Ali,Johnson,student1711@university.com,Male,22,Engineering,53.02,76.57,94.54,98.03,61.55,71.9045
S2712,Ahmed,Jones,student1712@university.com,Female,23,Engineering,89.88,57.79,60.92,54.56,56.74,53.632
S2713,Ahmed,Williams,student1713@university.com,Female,19,CS,51.75,90.03,89.01,79.7,93.94,77.583
S2714,Emma,Jones,student1714@university.com,Male,23,Business,85.03,49.95,52.4,95.96,81.7,68.99350000000001
S2715,Liam,Davis,student1715@university.com,Male,23,CS,51.15,43.19,64.25,97.48,53.03,64.4305
S2716,Liam,Jones,student1716@university.com,Female,20,Business,93.12,51.5,81.18,92.3,98.05,77.9395
S2717,John,Smith,student1717@university.com,Male,21,Engineering,57.88,56.06,88.16,92.8,84.65,74.5105
S2718,Sara,Williams,student1718@university.com,Male,22,Engineering,75.71,56.94,50.52,82.61,57.59,61.501999999999995
S2719,Ali,Brown,student1719@university.com,Female,20,Mathematics,79.86,80.23,66.31,61.02,98.46,77.39599999999999
S2720,Emma,Smith,student1720@university.com,Female,18,Engineering,72.88,53.07,60.72,86.53,68.27,72.4125
S2721,John,Brown,student1721@university.com,Female,18,Business,67.04,80.6,99.94,98.92,99.23,82.692
S2722,Omar,Johnson,student1722@university.com,Male,20,CS,73.39,45.47,83.55,76.3,55.16,68.991
S2723,Sara,Brown,student1723@university.com,Male,19,Mathematics,65.57,48.83,70.28,63.03,58,62.552
S2724,Sara,Jones,student1724@university.com,Male,20,Business,71.91,70.53,53.78,78.67,82.87,66.187
S2725,Emma,Brown,student1725@university.com,Female,20,CS,67.95,95.31,79.93,84.53,51.11,77.1345
S2726,Maria,Davis,student1726@university.com,Male,21,CS,78.31,91.57,82.09,60.41,50.93,70.5715
S2727,Ali,Smith,student1727@university.com,Male,18,CS,61.9,98.13,90.82,85.96,89.6,88.591
