Student_ID,First_Name,Last_Name,Email,Gender,Age,Attendance (%),Midterm_Score,Assignments_Avg,Quizzes_Avg,Projects_Score,Operating_System,DSA,Mathematics,Computer_Network,Machine_Learning,Final_Score
S2473,Sara,Davis,student1473@university.com,Male,18,95.64,46.33,85.9,79.94,62.31,37.64213203,47.27963835,25.30653534,17.14135983,24.94510245,30.4629536
S2474,Liam,Williams,student1474@university.com,Male,23,60.11,87.83,94.81,79.31,87.71,32.08853543,30.58212727,26.06562104,10.90802541,34.70482996,26.86982782
S2475,Liam,Brown,student1475@university.com,Female,23,77.15,97.18,88.66,82.09,81.97,49.72344479,34.64251238,36.09135519,35.72445306,33.9704667,38.03044642
S2476,Omar,Johnson,student1476@university.com,Male,20,81.84,43.6,95.49,90.74,60.33,39.31665967,33.95373681,26.8732283,22.0401109,27.51026345,29.93879983
S2477,Liam,Davis,student1477@university.com,Female,21,76.09,63.48,71.56,95.68,89.72,33.14129496,26.83917039,33.14338683,34.39150134,38.33179431,33.16942957
S2478,Emma,Jones,student1478@university.com,Female,23,71.7,69.25,95.21,61.52,94.11,42.82794969,30.78007418,16.92223435,26.54895903,30.44062567,29.50396859
S2479,Liam,Jones,student1479@university.com,Female,21,59.6,48.79,81.08,79.39,52.96,11.64231244,43.8866452,31.42377913,33.81352835,43.65526463,32.88430595
S2480,John,Johnson,student1480@university.com,Female,20,74.41,92.06,93.5,53.92,88.62,23.6985717,35.74041931,28.90135877,28.15913133,22.27807612,27.75551145
S2481,Ahmed,Jones,student1481@university.com,Female,23,70.06,57.05,51.97,56.01,92.64,46.65603214,26.2449996,36.99464247,11.24992613,41.7998853,32.58909713
S2482,Emma,Smith,student1482@university.com,Female,18,89.78,86.98,82.89,82.72,99.58,40.52211156,30.9743411,27.73057534,34.00000006,52.88790661,37.22298693
S2483,Ali,Davis,student1483@university.com,Male,19,88.18,80.26,92.4,74.33,61.88,12.36763301,37.82027388,20.88382698,29.80081604,27.52119881,25.67874974
S2484,Omar,Johnson,student1484@university.com,Male,24,56.7,75.88,58.71,87.92,68.55,25.71681742,29.89534871,18.65828855,40.29180436,12.05856489,25.32416479
S2485,Omar,Brown,student1485@university.com,Male,24,54.43,51.53,83.09,71.28,98.31,35.39764513,26.73464147,18.29075106,32.02383371,14.43048913,25.3754721
S2486,Omar,Davis,student1486@university.com,Male,24,95.41,53.24,91.25,56.38,54.7,30.39713822,15.77123092,34.61272084,20.75642666,25.49005983,25.4055153
S2487,Ali,Johnson,student1487@university.com,Male,21,76.78,42.84,64.4,93.6,76.19,32.93949388,22.27457888,29.42036,14.86169499,36.30875604,27.16097676
S2488,Ali,Williams,student1488@university.com,Female,23,92.89,54.44,70.26,54.14,75.34,47.64913806,57.92208868,30.91168147,37.88204141,12.19374327,37.31173858
S2489,Ali,Brown,student1489@university.com,Male,23,52.91,60.73,78.48,59.45,80.33,45.02734326,37.76228505,25.16066555,42.371808,27.45523923,35.55546822
S2490,Ali,Williams,student1490@university.com,Male,20,76.33,89.99,75.96,63.85,66.54,25.41974817,34.75334925,19.366455,40.21624764,19.44010188,27.83918039
S2491,Omar,Davis,student1491@university.com,Male,18,76.97,61.98,51.96,99.76,96.3,19.4994521,20.90310212,37.59500038,23.83224638,16.52004216,23.66996863
S2492,Omar,Brown,student1492@university.com,Female,22,93.04,85.28,54.93,70.84,63.5,23.9432,29.67957629,18.19027516,18.48318891,51.11296334,28.28184074
S2493,Sara,Jones,student1493@university.com,Female,23,54.88,66.37,55.02,75.09,82.48,21.39434596,26.76957631,26.32762999,25.78643192,36.2134674,27.29829032
S2494,Emma,Johnson,student1494@university.com,Female,19,62.02,87.09,63.11,88.48,74.8,39.4814295,26.94045568,17.63521713,42.74440228,29.04658909,31.16961874
S2495,Ahmed,Davis,student1495@university.com,Male,20,70.33,98.58,62.29,81.82,63.33,47.30321815,7.544141024,31.95403221,49.18606334,26.46735865,32.49096267
S2496,Liam,Smith,student1496@university.com,Male,23,93.29,54.39,87.11,92.07,59.44,27.74506577,32.95511692,24.41204181,26.87928068,26.62184906,27.72267085
S2497,Liam,Brown,student1497@university.com,Male,23,96.94,91.74,78.64,74.32,97.83,23.72579266,42.2885655,34.61078032,32.50628232,38.08571007,34.24342617
S2498,John,Brown,student1498@university.com,Male,20,99.64,77.31,88.2,98.61,78.06,27.35644167,22.25796182,23.97375695,30.01783041,19.40788292,24.60277475
S2499,Omar,Davis,student1499@university.com,Male,20,97.96,89.04,53.49,89.84,80.21,24.99738983,24.83883358,51.2455623,2.261850601,28.20380279,26.30948782
S2500,John,Davis,student1500@university.com,Female,21,50.3,79.1,74.26,70.07,89.14,47.25693793,31.21844464,37.53417473,30.99826315,23.32666619,34.06689733
S2501,Emma,Williams,student1501@university.com,Male,23,52.39,65.44,66.19,69.06,54.06,7.580840655,32.05455687,22.24393395,21.99664594,25.01012744,21.77722097
S2502,Emma,Jones,student1502@university.com,Female,22,57.38,53.68,92.5,96.47,85.69,47.44861407,54.04837542,32.17207938,25.35232776,18.22773583,35.44982649
S2503,John,Williams,student1503@university.com,Male,19,67.44,44.2,85.39,84.22,58.26,34.68540162,47.829056,27.52659613,6.210039592,36.70049672,30.59031801
S2504,Omar,Williams,student1504@university.com,Female,18,91.5,72.13,93.46,81.07,87.02,39.85399711,14.1415436,31.76484184,34.51226016,29.26892698,29.90831394
S2505,John,Jones,student1505@university.com,Female,18,94.63,99.42,52.32,87.89,57.07,22.09229081,40.15937224,25.96620254,15.14813837,9.505255143,22.57425182
S2506,Liam,Smith,student1506@university.com,Female,22,59.34,84.28,86.04,78.04,91.62,42.6084952,36.16663976,30.87973547,25.59725363,24.71001586,31.99242799
S2507,Sara,Williams,student1507@university.com,Female,20,80.98,59.64,77,57.96,84.05,19.24263352,25.68544355,8.799127849,22.63936347,26.89062484,20.65143864
S2508,Liam,Williams,student1508@university.com,Male,20,95.87,89.63,91.25,65.96,69.29,36.09880047,29.60073537,37.94923114,43.49135105,40.58170094,37.54436379
S2509,Maria,Brown,student1509@university.com,Male,20,73.19,86.14,75.36,77.9,67.94,34.70509847,30.11862679,20.19211992,37.39944051,46.79747382,33.8425519
S2510,Omar,Jones,student1510@university.com,Male,23,55.18,56.9,77.01,50.91,57.45,33.4210604,49.17259148,14.74428292,18.45836615,38.55201508,30.86966321
S2511,Omar,Johnson,student1511@university.com,Female,20,72.89,40.86,52.59,71.87,95.2,32.6429021,43.13782177,29.84528359,21.32024577,27.86406758,30.96206416
S2512,Ahmed,Smith,student1512@university.com,Male,20,68.79,47.09,83.43,87.79,55.93,14.67316029,18.71409327,39.72443998,38.72787414,33.63004285,29.09392211
S2513,Ali,Smith,student1513@university.com,Male,23,78.88,92.64,63.66,58.21,73.6,12.78922479,26.41596424,17.75000111,41.76533254,24.16277866,24.57666027
S2514,Maria,Jones,student1514@university.com,Male,23,71.93,90.19,50.98,53.23,61.83,19.14252289,30.29796165,23.59845543,44.8374391,22.65189102,28.10565402
S2515,Emma,Davis,student1515@university.com,Male,22,50.87,57.71,53.32,91.8,99.82,16.00771741,8.470864842,29.69213498,24.38069886,15.71095393,18.852474
S2516,Omar,Davis,student1516@university.com,Female,21,99.7,57.11,97.86,80.86,79.29,41.89226461,36.67245147,29.71782121,43.64326244,36.62536033,37.71023201
S2517,John,Brown,student1517@university.com,Female,23,77.18,87.57,67.3,58.83,57.48,21.77144098,19.60779836,38.17981544,33.96366956,31.69747768,29.04404041
S2518,Maria,Brown,student1518@university.com,Male,19,73.68,96.26,93.4,90.32,83.38,21.53502197,36.07947567,22.44501117,28.98013345,44.46944146,30.70181675
S2519,Ahmed,Jones,student1519@university.com,Male,20,97.73,86.75,97.98,82.91,99.58,23.39165764,14.27010743,19.47452808,39.94298827,32.54731137,25.92531856
S2520,Emma,Brown,student1520@university.com,Male,21,57.79,76.33,97.16,66.71,80.25,28.71122621,24.90906195,34.85359908,21.50895149,33.05665569,28.60789888
S2521,Ali,Smith,student1521@university.com,Female,18,59.46,54.56,94.09,68.81,72.87,22.68745431,21.02340615,23.62512565,26.24592554,29.51170164,24.61872266
S2522,Ali,Smith,student1522@university.com,Female,22,90.4,71.54,94.74,57.79,64.66,32.35455795,0,21.92349442,26.08430023,45.05062039,25.0825946
S2523,Ahmed,Johnson,student1523@university.com,Female,21,63.04,54.01,64.45,91.76,54.61,19.19997392,31.62796618,44.9503031,16.8703147,33.93975226,29.31766203
S2524,Ahmed,Davis,student1524@university.com,Male,23,89.96,88.48,57.57,75.45,61.41,21.97728166,24.95366258,21.96889166,22.68142692,57.21912148,29.76007686
S2525,John,Jones,student1525@university.com,Female,20,63.58,63.22,81.96,77.85,77.68,38.44455872,41.01737862,34.91993487,13.93743212,33.9495797,32.45377681
S2526,Omar,Williams,student1526@university.com,Female,20,51.66,90.02,74.41,94.17,87.69,40.72929615,21.46600526,39.65326667,37.0433621,48.52040045,37.48246612
S2527,Ali,Davis,student1527@university.com,Female,20,75.85,62.9,54.94,50.79,93.9,25.82216987,19.02389018,26.38371891,44.35570993,11.71594119,25.46028602
S2528,Emma,Williams,student1528@university.com,Female,21,59.83,89.45,83.88,53.35,89.69,9.316242846,30.89395279,25.57410707,30.07727893,39.45311771,27.06293987
S2529,Maria,Johnson,student1529@university.com,Female,20,87.89,60,78.14,58.08,56.27,24.47430654,11.26994169,50.44481557,20.02771713,19.40962878,25.12528194
S2530,Emma,Johnson,student1530@university.com,Male,23,82.06,66.41,93.15,51.5,88.67,41.03720014,26.15510879,29.36610148,34.82790124,40.83583103,34.44442854
S2531,Sara,Brown,student1531@university.com,Male,21,96.18,76.93,80.46,82.91,79.08,26.66539307,45.19952006,8.642001513,37.59787237,21.60472442,27.94190229
S2532,Sara,Johnson,student1532@university.com,Male,20,89.15,44.22,78.7,81.69,73.46,43.72271317,31.42044479,23.27094668,36.62841093,38.93188347,34.79487981
S2533,Ahmed,Johnson,student1533@university.com,Male,18,59.04,96.89,72.04,60.54,78.64,36.41894123,19.7030376,25.15982876,29.95927163,29.58740347,28.16569654
S2534,John,Williams,student1534@university.com,Female,18,90.01,74.42,73.14,57.47,50.4,37.49745475,9.850987675,33.34327055,27.10018646,21.61499384,25.88137865
S2535,Sara,Brown,student1535@university.com,Male,19,82.09,70.47,97.72,57.28,53.39,22.57513222,27.85462335,0,22.98710429,21.24185175,18.93174232
S2536,Ali,Johnson,student1536@university.com,Male,20,83.45,90.36,56.92,97.66,76.29,35.32783209,21.94473317,27.848862,45.42276628,39.9435152,34.09754175
S2537,Emma,Davis,student1537@university.com,Male,20,91.61,91.95,72.31,84.68,58.68,39.022714,25.0012757,35.43032279,27.661022,28.03906789,31.03088048
S2538,Emma,Johnson,student1538@university.com,Female,21,78.69,71.34,82.79,79.27,77.28,34.09685344,24.03006412,44.93003104,28.3986986,36.18360566,33.52785057
S2539,Ahmed,Brown,student1539@university.com,Male,21,73.3,95.64,71.65,66.12,67.71,44.55600479,40.31653775,15.91080897,34.44895895,38.50719394,34.74790088
S2540,Omar,Jones,student1540@university.com,Female,24,81.83,43.88,64.16,71.65,95.37,38.91863022,18.86705166,23.42964763,39.94558236,22.38239629,28.70866163
S2541,Omar,Brown,student1541@university.com,Female,20,64.9,46.79,64.37,54.47,97.48,27.00303943,45.7587581,29.5220075,22.73225862,21.22382643,29.24797802
S2542,Maria,Williams,student1542@university.com,Female,19,59.13,75.81,61.68,99.91,98.99,33.3271933,16.66851992,27.52664036,33.33230535,42.99149821,30.76923143
S2543,Ahmed,Jones,student1543@university.com,Male,20,80.83,61.24,67.2,87.75,94.95,36.6754808,22.85934882,41.78419318,27.00484962,17.64296978,29.19336844
S2544,Liam,Davis,student1544@university.com,Female,23,61.69,67.85,93.58,81.07,99.29,28.27958641,44.38169201,31.6524005,30.12521864,46.37211645,36.1622028
S2545,Maria,Smith,student1545@university.com,Male,21,54,59.68,75.26,79.39,85.31,15.68645153,17.14400886,13.84153529,33.72648186,31.66493127,22.41268176
S2546,Liam,Brown,student1546@university.com,Male,20,50.03,64.28,62.01,75.22,98.03,45.42736367,32.43475077,25.95842841,30.01794873,31.17707418,33.00311315
S2547,Omar,Williams,student1547@university.com,Male,21,80.42,89.36,69.23,62.87,82.09,13.28238727,57.10331644,35.19871018,32.10008308,36.15163984,34.76722736
S2548,Ahmed,Davis,student1548@university.com,Female,20,68.11,75.61,55.29,61.32,90.46,37.09410981,28.59446514,23.68758864,35.99450686,33.85710841,31.84555577
S2549,Liam,Jones,student1549@university.com,Female,22,87.62,99.84,95.2,77.48,56.6,21.90109901,44.19035611,32.93352036,37.29819362,43.91920888,36.0484756
S2550,Ahmed,Davis,student1550@university.com,Male,21,68.76,87.21,70.41,53.51,84.13,30.21888821,33.16952007,38.10027239,22.75138916,30.54051663,30.95611729
S2551,Ahmed,Brown,student1551@university.com,Female,19,74.3,56.42,99.02,53.72,96.56,31.25548587,20.43941448,53.17636789,15.92706557,17.01896096,27.56345895
S2552,Omar,Johnson,student1552@university.com,Female,22,70.35,55.86,67.38,78.04,77,43.14226576,37.13266251,19.74035183,36.07289015,44.67850445,36.15333494
S2553,Maria,Brown,student1553@university.com,Female,23,82.53,60.15,91.82,95.99,59.34,29.69736942,55.988229,12.75938189,36.93823454,41.66528336,35.40969964
S2554,Maria,Smith,student1554@university.com,Male,20,67.81,90.6,62.82,95.71,76.34,38.91343902,27.95644273,27.09558518,34.44145171,38.15754487,33.3128927
S2555,Ahmed,Brown,student1555@university.com,Female,24,98.19,41.64,53.81,50.54,85.35,36.02473436,40.40057891,19.81130043,27.72229021,20.59984068,28.91174892
S2556,Sara,Jones,student1556@university.com,Female,23,96.81,53.81,51.59,55.37,88.49,26.13887224,40.15220892,31.07983921,56.06859163,31.93406367,37.07471513
S2557,John,Jones,student1557@university.com,Male,21,92.4,94.3,80.31,79.15,76.19,30.59691881,31.06182919,23.62191307,29.42163388,41.27788027,31.19603504
S2558,Omar,Brown,student1558@university.com,Female,22,96.02,78.39,65.58,92.42,60.87,31.13970668,22.0654027,20.7491538,25.49798108,30.73863434,26.03817572
S2559,John,Jones,student1559@university.com,Male,23,72.46,53.61,72.18,97.72,96.33,41.93586535,16.59511359,26.80173722,31.44310019,11.66294232,25.68775174
S2560,John,Johnson,student1560@university.com,Female,19,76.82,53.15,90.93,93.03,88.68,21.66401717,23.2011146,22.04029626,31.91889545,28.3944039,25.44374548
S2561,Maria,Davis,student1561@university.com,Female,24,87.1,91.76,62.41,83.88,63.53,24.44713897,34.27962627,47.23074718,46.39256517,10.77228228,32.62447197
S2562,Maria,Brown,student1562@university.com,Female,21,84.81,93.63,65.43,60.03,90.59,35.77072184,28.2197671,31.55155343,26.01716966,31.1758863,30.54701967
S2563,Sara,Johnson,student1563@university.com,Female,22,94.53,55.37,92.27,53.63,67.39,31.51407396,24.21048243,21.03632452,25.51304317,32.34259264,26.92330335
S2564,John,Davis,student1564@university.com,Female,23,85.82,65.23,74.64,52.38,65.62,35.98996342,38.53348977,25.05809977,32.83844567,39.62502592,34.40900491
S2565,John,Davis,student1565@university.com,Female,22,99.89,90.08,91.38,80.6,93.15,41.65594895,29.41167146,27.79068275,31.91124234,18.50292527,29.85449415
S2566,Ahmed,Johnson,student1566@university.com,Male,22,67.43,86.26,68.72,51.81,93.66,28.06390489,37.44586398,36.41947129,27.29732396,32.17718201,32.28074923
S2567,Maria,Williams,student1567@university.com,Female,23,91.65,88.83,69.92,86.96,69.92,21.7534966,37.03492148,29.22178564,27.24048548,26.38276164,28.32669017
S2568,John,Brown,student1568@university.com,Female,18,84.88,71.1,58.36,85.62,50.45,29.37106133,25.52122355,36.58143036,26.04716452,45.92964096,32.69010414
S2569,Emma,Davis,student1569@university.com,Female,20,84.57,94.69,95.82,53.98,59.33,44.65210503,21.0845651,30.69704269,23.49343379,26.73352437,29.3321342
S2570,Sara,Davis,student1570@university.com,Male,21,66.29,59.56,94.84,95.33,95.46,50.02427468,26.92428583,33.60226037,35.41321294,19.99370628,33.19154802
S2571,Liam,Jones,student1571@university.com,Male,21,89.28,49.4,99.21,76.1,94.94,21.44904526,17.93977629,21.14029266,1.499698907,35.44582401,19.49492742
S2572,Emma,Davis,student1572@university.com,Male,24,95.02,82.52,70.12,95.22,72.67,50.54193841,31.47820739,15.83731141,23.57223617,25.41123155,29.36818499
S2573,Emma,Johnson,student1573@university.com,Female,24,60.93,72.36,90.93,95.08,65.21,19.82415223,38.60182638,38.10260044,18.44548206,37.25081044,30.44497431
S2574,Liam,Davis,student1574@university.com,Female,24,81.27,91.28,70.75,59.85,65.14,45.26812664,49.02558205,58.65212023,20.98007351,58.24220426,46.43362134
S2575,Omar,Williams,student1575@university.com,Male,21,69.61,44.87,72.71,69.03,94.86,26.45793611,24.07534545,33.27072375,24.17938666,33.99044141,28.39476668
S2576,Omar,Brown,student1576@university.com,Male,22,99.48,90.62,91.5,56.73,66.24,16.79922812,27.61247398,42.85582234,29.42938709,31.41595787,29.62257388
S2577,Sara,Brown,student1577@university.com,Male,24,73.94,57.6,58.87,88.75,75.58,34.75258605,41.70661629,13.44775288,35.84524052,27.31860861,30.61416087
S2578,Emma,Davis,student1578@university.com,Female,23,61.42,79.29,61.02,75.21,86.55,31.66637895,40.5995017,18.05813349,19.87355559,10.6457004,24.16865403
S2579,John,Smith,student1579@university.com,Male,20,69.09,42.41,65.74,96.44,60.47,24.50841058,43.30432344,28.79412812,16.59875104,25.14321255,27.66976515
S2580,Maria,Smith,student1580@university.com,Female,19,82.69,76.57,89.41,60.41,62.69,15.12138297,18.74813898,33.8881891,18.26126674,41.12634305,25.42906417
S2581,Sara,Johnson,student1581@university.com,Female,21,53.8,83.04,68.63,84.42,67.9,29.28879709,30.85594704,27.21627032,37.72847839,37.83159888,32.58421834
S2582,Ahmed,Smith,student1582@university.com,Female,23,80.18,62.13,67.91,99.46,82.71,33.35054352,35.64789106,27.8791033,35.42203007,26.62122225,31.78415804
S2583,Liam,Johnson,student1583@university.com,Male,20,96.56,52.92,99.94,83.27,90.87,30.02231622,27.25356251,25.42781461,23.10888202,34.67690104,28.09789528
S2584,Emma,Jones,student1584@university.com,Female,20,92.52,72.26,69.19,53.44,77.34,43.10605913,41.71101972,17.43434664,42.89203051,26.81841498,34.3923742
S2585,Sara,Johnson,student1585@university.com,Male,18,53.38,89.99,62.39,79.42,56.65,36.00733015,20.93784668,31.41979914,33.13723183,15.15395208,27.33123198
S2586,Ali,Smith,student1586@university.com,Male,23,99.67,59.41,81.16,58.99,72.31,36.08267166,43.45935008,28.25352054,43.60168131,28.10306507,35.90005773
S2587,Ali,Davis,student1587@university.com,Male,21,84.94,55.15,90.09,51.53,56.38,38.49584531,7.81430034,54.18777779,44.95458245,27.15374496,34.52125017
S2588,Omar,Jones,student1588@university.com,Male,24,58.11,56.74,53.48,66.75,54.41,10.27910973,32.88028368,15.56074453,34.44853538,34.11565719,25.4568661
S2589,Liam,Smith,student1589@university.com,Female,22,50.62,96.95,80.94,63.31,79.48,20.58596831,41.20967024,38.05574703,39.75823337,30.08857704,33.9396392
S2590,Maria,Johnson,student1590@university.com,Female,24,58.56,61.56,51.79,89.44,97.81,15.84475933,39.77872272,27.29628601,16.10219857,43.52039366,28.50847206
S2591,John,Williams,student1591@university.com,Female,20,91.91,40.22,76.32,68.68,91.88,50.99407521,29.58751871,51.59121155,30.91314729,26.19544096,37.85627874
S2592,Maria,Brown,student1592@university.com,Female,20,51.08,86.9,62.85,86.65,88.72,23.69541546,46.37082408,22.19856119,37.3526931,24.40836165,30.80517109
S2593,Maria,Smith,student1593@university.com,Male,19,61.66,81.96,65.33,50.81,86.35,25.39693237,40.30249694,26.19963154,25.95204621,41.32804697,31.83583081
S2594,Maria,Johnson,student1594@university.com,Male,24,87.87,47.71,73.35,50.74,94.86,45.97397293,36.44689803,23.45230224,24.89391501,30.79915264,32.31324817
S2595,Liam,Jones,student1595@university.com,Male,18,79.31,99.09,96.36,51.47,87.64,33.20930062,20.1213409,37.2303794,30.8551333,12.84291681,26.8518142
S2596,Maria,Smith,student1596@university.com,Male,20,89.14,76.48,85.53,60.97,81.34,20.71073518,24.95871326,29.27142311,48.89278796,32.38171306,31.24307451
S2597,Ahmed,Smith,student1597@university.com,Female,20,87.31,70.05,96.84,68.7,68.23,21.5922811,32.20630804,26.47912253,33.2475824,35.80567687,29.86619419
S2598,Liam,Brown,student1598@university.com,Male,22,52.53,62.93,83,80.39,55.05,42.09230647,29.75713504,46.38960528,39.08022663,22.92560455,36.04897559
S2599,Ahmed,Johnson,student1599@university.com,Female,22,94.63,93.92,50.36,99.3,73.05,52.09855666,33.26994513,21.64875496,46.52913051,50.77777585,40.86483262
S2600,Liam,Williams,student1600@university.com,Male,19,61.35,54.64,63.28,67.72,96.24,29.66974736,24.9634974,28.27625043,37.14731728,42.77856655,32.5670758
S2601,Omar,Jones,student1601@university.com,Male,23,77.67,57.15,95.29,52.78,79.16,35.70487331,31.01723208,44.9801177,26.87163527,40.30919338,35.77661035
S2602,Sara,Johnson,student1602@university.com,Male,19,82.21,47.34,82.17,59.75,59.23,27.11937202,34.31022958,28.86437435,29.44147817,26.22613483,29.19231779
S2603,Ali,Jones,student1603@university.com,Male,19,58.43,85.55,99.08,94.89,82.45,43.44854031,22.67073962,22.59767747,51.20993566,39.77847565,35.94107374
S2604,Maria,Smith,student1604@university.com,Female,22,98.81,75.73,57.8,84.97,73.27,6.148863013,24.34741261,11.88010662,20.49309307,0,12.57389506
S2605,Omar,Brown,student1605@university.com,Female,24,74.41,76.54,64.84,89.51,96.57,28.63010422,18.58058181,30.59905257,13.74878741,30.82911853,24.47752891
S2606,Sara,Brown,student1606@university.com,Female,24,52.88,53.11,68.12,56.21,58.05,25.85083722,45.01952965,44.11356862,37.85345603,26.73386219,35.91425074
S2607,Ali,Davis,student1607@university.com,Female,24,96.86,79.07,66.33,56.75,85.6,49.85380395,14.46964722,15.9644137,29.162169,52.54038109,32.39808299
S2608,Emma,Williams,student1608@university.com,Male,23,79.31,85.93,62.6,55.61,84.08,27.97661093,28.16754757,15.58089644,39.45929585,39.53176254,30.14322267
S2609,John,Brown,student1609@university.com,Male,22,84.96,61.47,72.17,92.86,99.18,37.89075201,23.70779327,22.93293232,17.0687775,30.83872502,26.48779602
S2610,Ahmed,Smith,student1610@university.com,Female,18,76.26,88.08,82.11,60.5,78.25,19.19592671,18.22583495,25.76309283,25.10843825,24.62021471,22.58270149
S2611,Emma,Williams,student1611@university.com,Female,21,91.74,60.93,65.56,82.16,93.58,34.66444597,30.79047802,27.11843969,31.83012928,20.08472959,28.89764451
S2612,Liam,Johnson,student1612@university.com,Male,21,51.66,85.49,53.98,75.81,51.24,31.05278624,31.50602493,14.96953141,39.95693754,21.18566295,27.73418861
S2613,Ali,Brown,student1613@university.com,Male,18,63.42,42.02,85.43,77.22,56.14,30.90309799,41.64411741,39.25676758,30.34333389,26.37500997,33.70446537
S2614,Emma,Williams,student1614@university.com,Female,24,73.48,73.07,72.95,59.77,67.3,39.47511909,36.74694978,23.8163498,22.05106353,9.276448183,26.27318608
S2615,John,Smith,student1615@university.com,Female,21,53.83,98.17,77.82,81.76,80.97,31.54031842,29.17302255,41.36191375,33.59055093,43.34229194,35.80161952
S2616,Omar,Davis,student1616@university.com,Female,23,85.3,98.87,72.77,52.16,72.45,23.02635772,41.38150331,24.71083621,37.77596062,15.41241607,28.46141479
S2617,Ali,Jones,student1617@university.com,Male,22,69.68,56.91,94.52,99.67,60.13,32.35135299,10.15312059,27.32862514,34.40353994,24.79031449,25.80539063
S2618,Emma,Jones,student1618@university.com,Female,21,63.63,66.48,77.94,51.34,79.46,19.49562371,38.46118469,28.9653721,25.10429353,30.41895921,28.48908665
S2619,Ahmed,Smith,student1619@university.com,Female,23,50.17,43.78,96.16,52.51,78.33,56.36669142,41.5350285,41.62573668,34.35546319,31.66485273,41.1095545
S2620,Ahmed,Smith,student1620@university.com,Female,22,85.99,92.4,75.53,66.23,76.22,6.039177117,23.21019654,25.19425587,11.25107936,18.4258421,16.8241102
S2621,Sara,Jones,student1621@university.com,Female,23,91.69,74.11,64.63,91.58,54.53,10.19163529,29.61676164,38.18765971,41.06774519,34.14784462,30.64232929
S2622,Emma,Davis,student1622@university.com,Female,18,69.75,63.11,67.77,62.86,96.35,20.36603659,10.67934841,12.43131301,17.31017423,21.11140302,16.37965505
S2623,Maria,Williams,student1623@university.com,Male,19,78.21,46.77,76.11,73.6,79.61,28.40251502,19.85835782,33.38975894,27.67726497,30.10545712,27.88667077
S2624,Emma,Jones,student1624@university.com,Female,18,61.38,96.81,76.5,50.9,63.2,41.40250553,18.19768266,34.18704578,29.86026772,26.66513719,30.06252777
S2625,Omar,Smith,student1625@university.com,Male,21,81.11,71.81,84.37,53.94,84.37,38.85256321,38.79014155,20.53509204,28.17839416,32.81211683,31.83366156
S2626,Ali,Brown,student1626@university.com,Female,22,50.61,56.98,61.22,80.4,65.9,27.26993252,35.85021332,32.81192018,48.3256124,14.69720864,31.79097741
S2627,Ali,Johnson,student1627@university.com,Female,23,74.43,61.01,82.94,59.72,75.29,28.7756401,20.91497488,36.04107455,13.8282811,33.4631271,26.60461955
S2628,Omar,Davis,student1628@university.com,Female,21,82.21,56.24,88.93,84.71,67.06,23.69951569,22.65838134,15.53501796,25.34924054,40.8450053,25.61743217
S2629,Emma,Davis,student1629@university.com,Male,21,95.91,76.11,83.83,89.27,94.02,29.74811316,36.27680418,46.64641822,32.63755585,24.41200428,33.94417914
S2630,Omar,Brown,student1630@university.com,Male,19,69.07,95.8,74.09,92.52,99.7,34.67252215,24.55703854,24.95577317,14.801072,39.26257491,27.64979615
S2631,John,Brown,student1631@university.com,Male,24,88.26,91.4,99.58,56.69,58.06,26.13997424,31.82098246,19.64038071,34.3594763,22.38058762,26.86828027
S2632,Liam,Smith,student1632@university.com,Female,21,79.88,67.62,70.24,72.78,51.18,28.58291278,38.77826031,37.90759312,29.77969927,12.31868967,29.47343103
S2633,Omar,Jones,student1633@university.com,Female,19,96.35,89.59,55.33,97.35,60.97,59.9281057,47.4585897,37.22674825,22.46796218,28.86407838,39.18909684
S2634,Ahmed,Williams,student1634@university.com,Male,22,69.92,65.39,91.08,88.6,79.5,24.5657957,42.63855939,32.62502891,22.15836142,25.29244901,29.45603889
S2635,Omar,Davis,student1635@university.com,Male,22,65.95,55.14,60.61,55.85,58.7,41.21188143,46.00097847,45.28331563,37.57032065,27.47375131,39.5080495
S2636,Ali,Davis,student1636@university.com,Female,23,94.36,99,85.66,75.13,90.57,0,32.97160024,29.98171241,31.39982096,30.53897347,24.97842142
S2637,Ahmed,Brown,student1637@university.com,Male,24,52.46,58.23,58.95,96.12,70.43,16.73737838,35.57408557,36.32216314,36.82338782,39.46577004,32.98455699
S2638,Ali,Jones,student1638@university.com,Female,19,56.82,59.42,50.84,72,80.53,36.04051645,25.89970588,29.29163152,30.91124867,31.07699449,30.6440194
S2639,Sara,Davis,student1639@university.com,Male,18,54.12,99.38,57.99,91.87,72.78,39.98217656,36.43668753,50.7734344,52.0646898,30.79649583,42.01069682
S2640,Maria,Williams,student1640@university.com,Male,22,92.16,48.04,68.85,74.79,95.17,0,42.36832466,24.59623661,21.98516078,26.01554725,22.99305386
S2641,Ali,Brown,student1641@university.com,Male,24,50.53,85.63,55.33,55.34,51.76,25.53356953,36.1226981,14.40564221,19.22279254,33.43158554,25.74325759
S2642,Ahmed,Williams,student1642@university.com,Female,23,93.08,96.15,59.88,57.39,86.47,36.2294403,36.41541645,22.12963721,20.21734351,24.93365166,27.98509783
S2643,Sara,Jones,student1643@university.com,Female,18,72.56,70.71,88.23,52.33,82.61,32.39872752,44.85477369,9.525628142,27.79271243,16.67321559,26.24901148
